sperm_id,Velocity,Straightness_Ratio,Angular_Displacement,Linearity,Curvature,ALH,BCF,Total_Distance,Displacement,Time_Elapsed
40.0,19.448784252351818,0.29974317162905983,-1.316456348644593,0.29467529930558733,5.510892482695343,0.5434429014923219,10.0,1.9448784252351818,0.5829640276129248,0.1
41.0,1.9448784252351818,0.0,,,,472.9978332519531,0.0,0,0.0,0.0
42.0,17.028195947008307,0.5446156757470823,-0.11020727201400282,0.48813366441467887,6.65664052033221,0.27975724073974134,12.5,1.3622556757606645,0.7419057953946925,0.08
43.0,1.3622556757606645,0.0,,,,431.4505920410156,0.0,0,0.0,0.0
44.0,81.11523030301434,0.3797448272579082,-0.22689578543445243,0.016015924745807042,1.1177286365391388,2.8288689327206527,0.0,8.111523030301434,3.0803089119403624,0.1
45.0,8.111523030301434,0.0,,,,72.44789123535156,0.0,0,0.0,0.0
46.0,72.44789123535156,0.0,,,,33.4428014755249,0.0,0,0.0,0.0
47.0,12.967492900585542,0.5722778699355485,-0.17882223568722133,0.3646584986856122,11.369687202572166,0.23936498208233709,10.0,1.2967492900585542,0.7421009215551442,0.1
48.0,1.2967492900585542,0.0,,,,471.0878601074219,0.0,0,0.0,0.0
49.0,471.0878601074219,0.0,,,,327.8114929199219,0.0,0,0.0,0.0
50.0,327.8114929199219,0.0,,,,279.2755432128906,0.0,0,0.0,0.0
51.0,20.860122420624805,0.4172374572936755,1.0462879719854923,0.0018128035718929514,6.118841192161778,0.24094898093969389,30.0,2.0860122420624805,0.8703624437616285,0.1
52.0,2.0860122420624805,0.0,,,,427.7132263183594,0.0,0,0.0,0.0
53.0,44.89495344022403,0.20823760827575247,-0.12597202986960654,0.5919697615105537,2.355471346675431,1.3773854528748628,20.0,4.489495344022403,0.9348817728043518,0.1
54.0,4.489495344022403,0.0,,,,95.9135284423828,0.0,0,0.0,0.0
55.0,95.9135284423828,0.0,,,,17.473241329193115,0.0,0,0.0,0.0
56.0,19.91410772817323,0.34077996931105387,1.2954346530325211,0.516146217505351,5.218379064786146,0.16873563668974767,25.0,1.5931286182538587,0.5429063216371116,0.08
57.0,212.41225514042722,0.8851549057028508,-2.448355557569162,0.31901938892978543,0.6888750177696346,2.0203816961632897,0.0,12.744735308425632,11.281064980137284,0.06
58.0,188.7277155582489,0.8197030019040883,0.9055095755520337,0.16088525345901727,0.2477273130136923,2.4427842844703536,0.0,11.323662933494933,9.282040499135851,0.06
59.0,101.45769484095572,0.98042014999697,0.7013369963652494,0.9935154746660873,4.355992457558393,0.24876297934676714,0.0,6.087461690457343,5.968270103658997,0.06
60.0,134.41696550826936,0.6072690940339849,-1.9279379694547534,0.022965978469246084,0.7421180671927127,2.2693015977152666,0.0,8.065017930496161,4.8976361320202475,0.06
61.0,240.4339020827625,0.9992175495669741,-0.010676180844510497,0.9993213142290541,0.027460260151764528,0.13428126349485045,16.666666666666668,14.42603412496575,14.414746468317823,0.06
62.0,180.58931623497764,0.8463616650824621,0.7176705592187703,0.7368447375171534,0.25958745680212153,2.2408759838270327,0.0,10.835358974098659,9.17063246308434,0.06
63.0,148.96103000643285,0.9907251196112367,0.033421021012255414,0.9856094984850314,0.09830004579213195,0.35574188406469276,16.666666666666668,8.937661800385971,8.854766056232172,0.06
64.0,132.53408938053582,0.9949251303561587,-0.02149667896056362,0.1662121395557541,0.0722487373402059,0.27316470473420223,33.333333333333336,7.952045362832149,7.911689769213863,0.06
65.0,176.1857157920033,0.9260994049673028,-0.8242987703194216,0.7775329606744431,0.1750862894308893,1.2387979574888845,0.0,7.047428631680132,6.526619462348504,0.04
66.0,167.45948894704546,0.9485373220743956,-0.473158602988647,0.9178768413633895,0.20522857698900887,1.1006145181039002,0.0,10.047569336822727,9.53049451210664,0.06
67.0,47.01185282664588,0.35376871720309677,0.14800375537216226,0.29923179387413634,2.4772629242929725,0.3521501690906156,0.0,2.8207111695987526,0.9978793720693975,0.06
68.0,98.02858273350284,0.8983342822170374,-0.5546661016589569,0.23525685688778897,0.4770754360758983,1.2134514615188499,0.0,5.88171496401017,5.283746190399284,0.06
69.0,49.90106893009601,0.9059196162583593,-0.726104046742498,0.3012184780728381,1.8821179973107056,0.3497112659764605,0.0,2.9940641358057603,2.7123814329620703,0.06
70.0,28.795563007397497,0.4694222318623424,1.1058417776484988,0.23384978174372284,2.4373819593693486,0.3768549037025082,16.666666666666668,1.7277337804438497,0.8110366472799142,0.06
71.0,109.87312272674149,0.8109289411855793,-0.927555797726164,0.8937000951174705,0.20429618931316032,1.043538785935681,0.0,6.592387363604489,5.345957704652982,0.06
72.0,137.4308588311124,0.9770267423345471,-0.013697286933721742,0.952105638383939,0.12971830488381728,0.6567521895309015,16.666666666666668,8.245851529866744,8.056417458000046,0.06
73.0,112.48604354928268,1.0,,1.0,,0.0,0.0,2.2497208709856538,2.2497208709856538,0.02
74.0,179.38572880916314,0.9154134142159345,0.5149358518733427,0.9131283375052945,0.29508516592983086,1.5609583465525014,0.0,10.763143728549789,9.852726148248586,0.06
75.0,107.97878976845838,0.852900564162241,4.017024886878909,0.931067207505756,1.0236320812441386,0.32297800224780815,50.0,4.319151590738335,3.683806828442967,0.04
76.0,155.5260144659579,0.9603630904540122,-0.3356539011171578,0.8092333810222653,0.09789911600995532,1.2237616620053633,0.0,9.331560867957474,8.961686633911365,0.06
77.0,79.82626857908978,0.9638433710092648,-0.19060381901339052,0.00034848819251720453,0.2615331575752249,0.551950242730287,16.666666666666668,4.789576114745387,4.6164011881416505,0.06
