frame_id,track_id,class,cx,cy,xmin,ymin,xmax,ymax,velocity_x,velocity_y,speed,mean_velocity,max_velocity
0,56.0,0,357.7341003417969,371.8419799804688,349.63232421875,362.6661376953125,365.83587646484375,381.017822265625,0.0,0.0,0.0,24.719169115671683,43.93941466566548
0,55.0,0,223.6751708984375,17.473241329193115,214.95330810546875,9.256339073181152,232.39703369140625,25.69014358520508,0.0,0.0,0.0,0.0,0.0
0,54.0,0,102.09030151367188,95.9135284423828,91.76779174804688,85.1706771850586,112.41281127929688,106.65637969970705,0.0,0.0,0.0,0.0,0.0
0,53.0,0,441.271484375,22.23286437988281,430.4613342285156,13.293085098266602,452.0816345214844,31.172643661499023,0.0,0.0,0.0,32.83731853439605,105.44603463397087
0,52.0,0,8.595232009887695,427.7132263183594,1.989630699157714,421.77435302734375,15.200833320617676,433.652099609375,0.0,0.0,0.0,0.0,0.0
0,51.0,0,338.84600830078125,10.436382293701172,327.0385437011719,0.0,350.6534729003906,20.872764587402344,0.0,0.0,0.0,14.272591175510835,47.63169406155633
0,50.0,0,335.8547058105469,279.2755432128906,327.7109680175781,270.1926574707031,343.9984436035156,288.3584289550781,0.0,0.0,0.0,0.0,0.0
0,49.0,0,37.726165771484375,327.8114929199219,30.330978393554688,321.7977294921875,45.12135314941406,333.82525634765625,0.0,0.0,0.0,0.0,0.0
0,48.0,0,636.3589477539062,471.0878601074219,632.7178955078125,462.6860961914063,640.0,479.4896240234375,0.0,0.0,0.0,0.0,0.0
0,47.0,0,490.3433837890625,170.80320739746094,480.5662231445313,162.32327270507812,500.12054443359375,179.28314208984375,0.0,0.0,0.0,8.312195305362373,29.633846127798048
0,46.0,0,267.1363525390625,33.4428014755249,257.27960205078125,23.40168571472168,276.9931030273437,43.483917236328125,0.0,0.0,0.0,0.0,0.0
0,45.0,0,608.9649658203125,72.44789123535156,600.5745849609375,63.8297119140625,617.3553466796875,81.06607055664062,0.0,0.0,0.0,0.0,0.0
0,44.0,0,307.7300109863281,143.10646057128906,297.4064636230469,133.5560302734375,318.0535583496094,152.65689086914062,0.0,0.0,0.0,32.89433391649548,182.31781390030264
0,43.0,0,576.286376953125,431.4505920410156,568.5294189453125,423.3483581542969,584.0433349609375,439.5528259277344,0.0,0.0,0.0,0.0,0.0
0,42.0,0,439.2570190429688,405.9607238769531,431.7394714355469,397.8644409179688,446.7745666503906,414.0570068359375,0.0,0.0,0.0,17.02819594700831,36.8194267505963
0,41.0,0,460.3401489257813,472.9978332519531,450.9008483886719,466.0769958496094,469.7794494628906,479.9186706542969,0.0,0.0,0.0,0.0,0.0
0,40.0,0,90.20665740966795,116.35842895507812,81.19872283935547,106.63597869873048,99.21459197998048,126.08087921142578,0.0,0.0,0.0,13.418549327762362,47.00872643265998
0,39.0,0,401.3553771972656,466.5989074707031,392.3888854980469,456.7078857421875,410.3218688964844,476.4899291992188,0.0,0.0,0.0,19.995689559547216,79.12345170472992
0,38.0,0,342.6884155273437,430.2156982421875,333.2122802734375,421.19677734375,352.16455078125,439.234619140625,0.0,0.0,0.0,0.0,0.0
0,37.0,0,345.5364074707031,287.2613220214844,336.64971923828125,278.1019287109375,354.423095703125,296.42071533203125,0.0,0.0,0.0,10.379457213714002,84.10163115361254
0,36.0,0,554.1744384765625,464.2756958007813,545.7875366210938,455.270263671875,562.5613403320312,473.2811279296875,0.0,0.0,0.0,31.85659732204578,196.7067316985751
0,35.0,0,581.7973022460938,463.6665344238281,573.9014282226562,454.4161376953125,589.6931762695312,472.91693115234375,0.0,0.0,0.0,17.352403861312943,159.1954877157908
0,34.0,0,440.521728515625,208.96128845214844,432.0618591308594,199.15789794921875,448.9815979003906,218.76467895507807,0.0,0.0,0.0,22.257568097720743,77.66200037155244
0,33.0,0,416.9338684082031,196.7761688232422,406.5235900878906,185.41009521484372,427.3441467285156,208.14224243164065,0.0,0.0,0.0,93.04019414342761,109.37902950829307
0,32.0,0,455.3400268554688,450.7886352539063,446.17474365234375,441.2123107910156,464.50531005859375,460.3649597167969,0.0,0.0,0.0,32.97969663965422,164.91550803648582
0,31.0,0,299.0150146484375,307.5108642578125,289.2069702148437,297.746826171875,308.82305908203125,317.27490234375,0.0,0.0,0.0,11.248260174913211,69.48824028692762
0,30.0,0,397.7929992675781,384.4671630859375,389.3545837402344,376.5161743164063,406.2314147949219,392.4181518554688,0.0,0.0,0.0,93.32070065396323,355.96127126678607
0,29.0,0,152.99073791503906,337.3292236328125,145.1971893310547,328.7993469238281,160.78428649902344,345.8591003417969,0.0,0.0,0.0,0.0,0.0
0,28.0,0,489.5442199707031,244.6215057373047,479.82806396484375,235.64329528808597,499.2603759765625,253.59971618652344,0.0,0.0,0.0,0.0,0.0
0,27.0,0,599.6342163085938,98.9278335571289,591.0543823242188,90.65908813476562,608.2140502929688,107.1965789794922,0.0,0.0,0.0,18.5828824165494,137.07756619563213
0,26.0,0,92.78656005859376,419.0685119628906,83.54048919677734,410.9570007324219,102.03263092041016,427.1800231933594,0.0,0.0,0.0,8.49779766672739,37.992643119245365
0,25.0,0,166.85279846191406,425.4606628417969,157.6532745361328,415.8077087402344,176.0523223876953,435.1136169433594,0.0,0.0,0.0,0.0,0.0
0,24.0,0,428.27056884765625,119.4766616821289,419.7214965820313,109.90504455566406,436.8196411132813,129.04827880859375,0.0,0.0,0.0,11.510740259355911,103.33146999954845
0,23.0,0,317.47808837890625,291.1814880371094,307.9190673828125,281.80126953125,327.037109375,300.56170654296875,0.0,0.0,0.0,27.278158336699743,171.49013758421287
0,22.0,0,40.73707962036133,330.8106384277344,32.655372619628906,323.6340026855469,48.81878662109375,337.9872741699219,0.0,0.0,0.0,140.67244984659675,140.67244984659675
0,21.0,0,445.10638427734375,301.17010498046875,435.0539245605469,290.5728759765625,455.1588439941406,311.767333984375,0.0,0.0,0.0,15.146061044735506,83.1144137278207
0,20.0,0,54.87583923339844,405.8377380371094,45.99478149414063,398.3804016113281,63.75689697265625,413.2950744628906,0.0,0.0,0.0,16.69476251771889,269.74743983790347
0,19.0,0,196.8837432861328,284.8289489746094,187.6858062744141,275.2714233398437,206.0816802978516,294.386474609375,0.0,0.0,0.0,0.0,0.0
0,18.0,0,152.2022705078125,116.60516357421876,142.59246826171875,108.2669677734375,161.81207275390625,124.943359375,0.0,0.0,0.0,0.0,0.0
0,17.0,0,106.35147857666016,351.70623779296875,97.70531463623048,342.555908203125,114.99764251708984,360.8565673828125,0.0,0.0,0.0,17.235743305077296,104.60777141363513
0,16.0,0,102.9071807861328,310.0704345703125,90.59819793701172,300.4072265625,115.2161636352539,319.733642578125,0.0,0.0,0.0,11.69906292679154,39.471267165785186
0,15.0,0,569.0452270507812,192.8633575439453,559.794189453125,182.69960021972656,578.2962646484375,203.0271148681641,0.0,0.0,0.0,38.724668264828644,63.41829694947774
0,14.0,0,396.8839416503906,145.93603515625,388.21197509765625,137.26174926757812,405.555908203125,154.61032104492188,0.0,0.0,0.0,0.0,0.0
0,13.0,0,51.14501190185547,422.0968627929688,42.73063659667969,414.9457702636719,59.55938720703125,429.2479553222656,0.0,0.0,0.0,0.0,0.0
0,12.0,0,270.2795715332031,154.0272674560547,260.9507751464844,145.45570373535156,279.6083679199219,162.5988311767578,0.0,0.0,0.0,0.0,0.0
0,11.0,0,492.6721496582031,62.701908111572266,481.3335571289063,53.09374237060547,504.0107421875,72.31007385253906,0.0,0.0,0.0,11.964905780389444,52.82152197351277
0,10.0,0,121.91145324707033,30.0924072265625,113.1449737548828,21.458820343017575,130.6779327392578,38.72599411010742,0.0,0.0,0.0,81.85906075987981,200.10242819883234
0,9.0,0,162.99749755859375,259.80525970458984,156.66552734375,252.51661682128903,169.3294677734375,267.0939025878906,0.0,0.0,0.0,12.013204872503842,43.56368364553373
0,8.0,0,376.8782653808594,324.2636413574219,366.6020202636719,314.9392395019531,387.1545104980469,333.5880432128906,0.0,0.0,0.0,10.821022166873819,40.568028373349634
0,7.0,0,212.5761566162109,215.57598876953125,202.6388702392578,207.2721405029297,222.5134429931641,223.8798370361328,0.0,0.0,0.0,9.059538533311677,86.66399090446932
0,6.0,0,14.239126682281494,350.6246643066406,6.186604499816895,343.0657043457031,22.291648864746094,358.1836242675781,0.0,0.0,0.0,7.849526320495274,39.107473331513056
0,5.0,0,443.4617919921875,332.9453125,434.4211730957031,322.73828125,452.5024108886719,343.15234375,0.0,0.0,0.0,11.902569094629268,58.39824692406272
0,4.0,0,485.8784484863281,425.5427856445313,477.2752990722656,416.4473876953125,494.4815979003906,434.63818359375,0.0,0.0,0.0,8.444140840668945,55.763884654132845
0,3.0,0,11.195927143096924,446.1148681640625,3.521298408508301,438.8371887207031,18.870555877685547,453.3925476074219,0.0,0.0,0.0,0.0,0.0
0,2.0,0,372.4871826171875,115.0370864868164,362.2379760742188,103.97972106933594,382.73638916015625,126.09445190429688,0.0,0.0,0.0,87.97415008925671,230.67099066524864
0,1.0,0,540.7579956054688,209.4425048828125,531.6907958984375,199.3091583251953,549.8251953125,219.5758514404297,0.0,0.0,0.0,0.0,0.0
1,77.0,0,163.03981018066406,109.8325424194336,155.1890869140625,101.76566314697266,170.89053344726562,117.89942169189452,0.0,0.0,0.0,24.92551770267706,133.49854390477063
1,76.0,0,301.91375732421875,151.16761779785156,293.24688720703125,142.7620086669922,310.58062744140625,159.57322692871094,0.0,0.0,0.0,111.9312611125222,548.4534300487064
1,75.0,0,3.735992431640625,456.1653442382813,0.0,446.3673095703125,7.47198486328125,465.96337890625,0.0,0.0,0.0,107.97878976845837,196.2142922482731
1,74.0,0,52.59978485107422,18.45017433166504,43.29008865356445,9.726648330688477,61.909481048583984,27.1737003326416,0.0,0.0,0.0,108.21497395483266,241.03028442927248
1,73.0,0,180.6367950439453,417.9674987792969,170.6581573486328,409.23577880859375,190.6154327392578,426.69921875,0.0,0.0,0.0,112.4860435492827,112.4860435492827
