frame_id,track_id,class,cx,cy,xmin,ymin,xmax,ymax
0,89.0,0,613.895751953125,330.702392578125,602.9948120117188,320.05755615234375,624.7966918945312,341.34722900390625
0,88.0,0,99.14929962158203,167.8632049560547,84.769775390625,154.727783203125,113.52882385253906,180.99862670898438
0,87.0,0,416.10888671875,475.2039794921875,401.6223449707031,470.5232849121094,430.5954284667969,479.8846740722656
0,86.0,0,228.73822021484375,407.1712951660156,220.27085876464844,398.5826721191406,237.20558166503906,415.7599182128906
0,85.0,0,111.0463638305664,443.3531494140625,101.81474304199219,433.84844970703125,120.27798461914062,452.85784912109375
0,84.0,0,105.34822082519531,209.79702758789062,98.6415023803711,202.4053497314453,112.05493927001953,217.18870544433594
0,83.0,0,330.802734375,15.571189880371094,321.63018798828125,7.480249404907227,339.97528076171875,23.66213035583496
0,82.0,0,624.9276733398438,327.64862060546875,616.5020141601562,317.9794616699219,633.3533325195312,337.3177795410156
0,81.0,0,405.6191711425781,175.31072998046875,395.0179138183594,165.78005981445312,416.2204284667969,184.84140014648438
0,80.0,0,133.66985702514648,403.4692687988281,121.62187957763672,391.6706237792969,145.71783447265625,415.2679138183594
0,79.0,0,566.7022705078125,281.2248229980469,557.638427734375,271.088134765625,575.76611328125,291.36151123046875
0,78.0,0,630.2011108398438,266.2519836425781,621.5874633789062,256.9055480957031,638.8147583007812,275.5984191894531
0,77.0,0,562.227783203125,347.9665832519531,552.399169921875,338.97393798828125,572.056396484375,356.959228515625
0,76.0,0,560.6591186523438,291.75689697265625,553.5416870117188,283.70977783203125,567.7765502929688,299.80401611328125
0,75.0,0,403.3764343261719,160.49526977539062,393.889892578125,150.9844512939453,412.86297607421875,170.00608825683594
0,74.0,0,220.9645538330078,6.9619340896606445,211.76095581054688,0.30393314361572266,230.16815185546875,13.619935035705566
0,73.0,0,215.97344970703125,93.57974243164062,204.3783721923828,82.2576904296875,227.5685272216797,104.90179443359375
0,72.0,0,625.087646484375,241.33441162109375,617.948486328125,233.42327880859375,632.226806640625,249.24554443359375
0,71.0,0,309.80426025390625,91.68036651611328,296.45831298828125,79.5176010131836,323.15020751953125,103.84313201904297
0,70.0,0,302.3255920410156,149.65151977539062,289.4251708984375,135.72276306152344,315.22601318359375,163.5802764892578
0,69.0,0,478.6024169921875,361.4796142578125,471.3290100097656,354.2716979980469,485.8758239746094,368.6875305175781
0,68.0,0,309.2430114746094,151.52732849121094,298.727783203125,140.6204833984375,319.75823974609375,162.43417358398438
0,67.0,0,580.1363525390625,265.8943557739258,570.5910034179688,255.8893585205078,589.6817016601562,275.89935302734375
0,66.0,0,99.74406433105469,436.3160400390625,92.71783447265625,428.7643127441406,106.77029418945312,443.8677673339844
0,65.0,0,242.57391357421875,286.3211364746094,235.82298278808594,279.2165222167969,249.32484436035156,293.4257507324219
0,64.0,0,281.9314880371094,44.47114944458008,268.8695068359375,33.92256164550781,294.99346923828125,55.019737243652344
0,63.0,0,143.6414337158203,12.015640497207642,135.6201171875,4.974991321563721,151.66275024414062,19.056289672851562
0,62.0,0,492.18243408203125,455.4958801269531,483.8091125488281,447.08477783203125,500.5557556152344,463.906982421875
0,61.0,0,593.73291015625,400.0475769042969,579.359619140625,387.16595458984375,608.106201171875,412.92919921875
0,60.0,0,280.60455322265625,392.1997985839844,272.2281188964844,383.4122009277344,288.9809875488281,400.9873962402344
0,59.0,0,560.8953247070312,64.80154609680176,552.1376953125,56.41939163208008,569.6529541015625,73.18370056152344
0,58.0,0,232.478515625,6.442604064941406,223.39120483398438,0.08555984497070312,241.56582641601562,12.79964828491211
0,57.0,0,95.47404479980469,471.68011474609375,82.73959350585938,463.44049072265625,108.20849609375,479.91973876953125
